,td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
2905,"[-13, -15, -6, -6, 0, -8, -13, -4, -15, 2, 0, -9]","[-5, -12, 6, -13, -2, -5, -14, -14, -10, 4, -12, 3]","[-9, -11, -2, -2, 4, -4, -9, 0, -11, 6, 4, -5]","[-1, -8, 10, -9, 2, -1, -10, -10, -6, 8, -8, 7]","[-13, -15, -6, -6, 0, -8, -13, -4, 2, 0, -9]","[-5, -12, 6, -13, -2, -5, -14, -14, 4, -12, 3]","[-13, -15, -6, -6, 0, -8, -13, -4, -15, 2, 4, 0, -9]","[-5, -12, 6, -13, -2, -5, -14, -14, -10, 4, 4, -12, 3]","[-13, -15, -6, -6, 0, -8, -13, -4, -15, 2, 0, -9, -0.07692307692307693, -0.06666666666666667, -0.16666666666666666, -0.16666666666666666, 'ZeroDivisionError', -0.125, -0.07692307692307693, -0.25, -0.06666666666666667, 0.5, 'ZeroDivisionError', -0.1111111111111111]","[-5, -12, 6, -13, -2, -5, -14, -14, -10, 4, -12, 3, -0.2, -0.08333333333333333, 0.16666666666666666, -0.07692307692307693, -0.5, -0.2, -0.07142857142857142, -0.07142857142857142, -0.1, 0.25, -0.08333333333333333, 0.3333333333333333]","[-52, -60, -24, -24, 0, -32, -52, -16, -60, 8, 0, -36]","[-20, -48, 24, -52, -8, -20, -56, -56, -40, 16, -48, 12]","[-6, -8, -15, 0, -15, 0, 2, -6, -13, -13, -9, -4]","[4, -5, 3, 6, -13, -14, -14, -5, -10, -2, -12, -12]",6.280671764882292,6.899732151906065,7.01719807540241,6.280671764882292,error,6.280671764882292,6.080671764882291,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2906,"[8, -7, -10, 0]","[11, 3, -3, 10]","[12, -3, -6, 4]","[15, 7, 1, 14]","[-7, -10, 0]","[3, -3, 10]","[8, -7, 4, -10, 0]","[11, 3, 4, -3, 10]","[8, -7, -10, 0, 0.125, -0.14285714285714285, -0.1, 'ZeroDivisionError']","[11, 3, -3, 10, 0.09090909090909091, 0.3333333333333333, -0.3333333333333333, 0.1]","[32, -28, -40, 0]","[44, 12, -12, 40]","[-7, -10, 8, 0]","[10, 11, 3, -3]",2.6963562753036436,3.4545454545454546,2.666666666666667,2.6963562753036436,error,2.6963562753036436,2.5384615384615383,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2907,"[0, 2, -13]","[1, 6, -3]","[4, 6, -9]","[5, 10, 1]","[0, -13]","[1, -3]","[0, 2, 4, -13]","[1, 6, 4, -3]","[0, 2, -13, 'ZeroDivisionError', 0.5, -0.07692307692307693]","[1, 6, -3, 1.0, 0.16666666666666666, -0.3333333333333333]","[0, 8, -52]","[4, 24, -12]","[2, -13, 0]","[1, -3, 6]",2.125,1.9583333333333333,1.3611111111111112,2.125,error,2.125,1.625,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2908,"[11, -3, -2, -3, 14, -4, 7, 0, 6]","[5, 5, 12, -6, 13, 10, -4, 0, 2]","[15, 1, 2, 1, 18, 0, 11, 4, 10]","[9, 9, 16, -2, 17, 14, 0, 4, 6]","[11, -3, -2, -3, 14, 7, 0, 6]","[5, 5, 12, -6, 13, -4, 0, 2]","[11, -3, -2, -3, 4, 14, -4, 7, 0, 6]","[5, 5, 12, -6, 4, 13, 10, -4, 0, 2]","[11, -3, -2, -3, 14, -4, 7, 0, 6, 0.09090909090909091, -0.3333333333333333, -0.5, -0.3333333333333333, 0.07142857142857142, -0.25, 0.14285714285714285, 'ZeroDivisionError', 0.16666666666666666]","[5, 5, 12, -6, 13, 10, -4, 0, 2, 0.2, 0.2, 0.08333333333333333, -0.16666666666666666, 0.07692307692307693, 0.1, -0.25, 'ZeroDivisionError', 0.5]","[44, -12, -8, -12, 56, -16, 28, 0, 24]","[20, 20, 48, -24, 52, 40, -16, 0, 8]","[14, 7, 11, -3, -3, 6, -2, -4, 0]","[5, 5, 0, 2, -4, 13, 10, 12, -6]",,6.151629072681704,5.106349206349206,,error,,,Violate,Violate,error,Violate,Violate,1,1,error,1,1
2909,"[8, -1, -1, 13, 17, -2, -1, 8]","[4, -4, 8, 9, 5, 0, 1, 8]","[12, 3, 3, 17, 21, 2, 3, 12]","[8, 0, 12, 13, 9, 4, 5, 12]","[8, -1, 13, 17, -2, -1, 8]","[4, 8, 9, 5, 0, 1, 8]","[8, -1, 4, -1, 13, 17, -2, -1, 8]","[4, -4, 4, 8, 9, 5, 0, 1, 8]","[8, -1, -1, 13, 17, -2, -1, 8, 0.125, -1.0, -1.0, 0.07692307692307693, 0.058823529411764705, -0.5, -1.0, 0.125]","[4, -4, 8, 9, 5, 0, 1, 8, 0.25, -0.25, 0.125, 0.1111111111111111, 0.2, 'ZeroDivisionError', 1.0, 0.125]","[32, -4, -4, 52, 68, -8, -4, 32]","[16, -16, 32, 36, 20, 0, 4, 32]","[-2, -1, -1, 8, -1, 13, 17, 8]","[9, -4, 4, 8, 8, 0, 1, 5]",4.66060606060606,5.71965811965812,2.9166666666666665,4.66060606060606,error,4.660606060606061,4.0606060606060606,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2910,"[-3, 2, 7, 0, -6, 11, 6, -3, -5, 2]","[5, 10, -2, -5, -4, 1, 4, 11, -6, -5]","[1, 6, 11, 4, -2, 15, 10, 1, -1, 6]","[9, 14, 2, -1, 0, 5, 8, 15, -2, -1]","[-3, 2, 0, -6, 11, 6, -3, -5, 2]","[5, 10, -5, -4, 1, 4, 11, -6, -5]","[-3, 4, 2, 7, 0, -6, 11, 6, -3, -5, 2]","[5, 4, 10, -2, -5, -4, 1, 4, 11, -6, -5]","[-3, 2, 7, 0, -6, 11, 6, -3, -5, 2, -0.3333333333333333, 0.5, 0.14285714285714285, 'ZeroDivisionError', -0.16666666666666666, 0.09090909090909091, 0.16666666666666666, -0.3333333333333333, -0.2, 0.5]","[5, 10, -2, -5, -4, 1, 4, 11, -6, -5, 0.2, 0.1, -0.5, -0.2, -0.25, 1.0, 0.25, 0.09090909090909091, -0.16666666666666666, -0.2]","[-12, 8, 28, 0, -24, 44, 24, -12, -20, 8]","[20, 40, -8, -20, -16, 4, 16, 44, -24, -20]","[0, -3, -6, 6, 11, -3, 7, -5, 2, 2]","[-2, 1, 4, 5, -6, -5, 10, -4, -5, 11]",6.990909090909091,6.320798482563188,6.711752136752136,6.990909090909091,error,6.990909090909091,5.99090909090909,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2911,"[-12, -9, -11, -1]","[4, 5, -10, 4]","[-8, -5, -7, 3]","[8, 9, -6, 8]","[-9, -11, -1]","[5, -10, 4]","[-12, -9, -11, -1, 4]","[4, 5, -10, 4, 4]","[-12, -9, -11, -1, -0.08333333333333333, -0.1111111111111111, -0.09090909090909091, -1.0]","[4, 5, -10, 4, 0.25, 0.2, -0.1, 0.25]","[-48, -36, -44, -4]","[16, 20, -40, 16]","[-1, -12, -11, -9]","[-10, 4, 5, 4]",3.0476190476190474,3.8181818181818183,2.5314685314685317,3.0476190476190474,6.095238095238095,3.0476190476190474,2.0476190476190474,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2912,"[7, -6, 10]","[6, -6, -9]","[11, -2, 14]","[10, -2, -5]","[-6, 10]","[-6, -9]","[7, 4, -6, 10]","[6, 4, -6, -9]","[7, -6, 10, 0.14285714285714285, -0.16666666666666666, 0.1]","[6, -6, -9, 0.16666666666666666, -0.16666666666666666, -0.1111111111111111]","[28, -24, 40]","[24, -24, -36]","[10, 7, -6]","[6, -9, -6]",1.0769230769230769,1.25,1.0476190476190477,1.0769230769230769,2.1538461538461537,1.0769230769230769,1.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2913,[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
2914,"[-3, 5, -9, 11, -12, -7, -7, 4, -13]","[6, -3, -2, -15, -10, 2, 7, -2, 7]","[1, 9, -5, 15, -8, -3, -3, 8, -9]","[10, 1, 2, -11, -6, 6, 11, 2, 11]","[-3, 5, -9, 11, -12, -7, 4, -13]","[6, -3, -2, -15, -10, 7, -2, 7]","[-3, 5, -9, 11, -12, -7, -7, 4, 4, -13]","[6, -3, -2, -15, -10, 2, 7, -2, 4, 7]","[-3, 5, -9, 11, -12, -7, -7, 4, -13, -0.3333333333333333, 0.2, -0.1111111111111111, 0.09090909090909091, -0.08333333333333333, -0.14285714285714285, -0.14285714285714285, 0.25, -0.07692307692307693]","[6, -3, -2, -15, -10, 2, 7, -2, 7, 0.16666666666666666, -0.3333333333333333, -0.5, -0.06666666666666667, -0.1, 0.5, 0.14285714285714285, -0.5, 0.14285714285714285]","[-12, 20, -36, 44, -48, -28, -28, 16, -52]","[24, -12, -8, -60, -40, 8, 28, -8, 28]","[-12, -13, 4, -3, 5, -9, -7, -7, 11]","[7, 2, -10, 7, 6, -2, -15, -3, -2]",7.727272727272727,6.490909090909091,7.361038961038961,7.727272727272727,15.454545454545453,7.727272727272727,6.727272727272727,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2915,"[3, -10, 3, -2, -7, 0, 8, 4, 1, -4]","[-17, -9, -10, 0, 0, -3, -3, 0, 4, 2]","[7, -6, 7, 2, -3, 4, 12, 8, 5, 0]","[-13, -5, -6, 4, 4, 1, 1, 4, 8, 6]","[3, -10, 3, -2, -7, 8, 4, 1, -4]","[-17, -9, -10, 0, 0, -3, 0, 4, 2]","[3, -10, 3, -2, -7, 0, 8, 4, 4, 1, -4]","[-17, -9, -10, 0, 0, -3, -3, 0, 4, 4, 2]","[3, -10, 3, -2, -7, 0, 8, 4, 1, -4, 0.3333333333333333, -0.1, 0.3333333333333333, -0.5, -0.14285714285714285, 'ZeroDivisionError', 0.125, 0.25, 1.0, -0.25]","[-17, -9, -10, 0, 0, -3, -3, 0, 4, 2, -0.058823529411764705, -0.1111111111111111, -0.1, 'ZeroDivisionError', 'ZeroDivisionError', -0.3333333333333333, -0.3333333333333333, 'ZeroDivisionError', 0.25, 0.5]","[12, -40, 12, -8, -28, 0, 32, 16, 4, -16]","[-68, -36, -40, 0, 0, -12, -12, 0, 16, 8]","[0, 1, 3, -7, 4, 3, -2, -10, -4, 8]","[0, -9, 2, 0, 0, -3, -17, -10, -3, 4]",8.652631578947368,,6.434498834498834,8.652631578947368,error,8.652631578947368,7.652631578947368,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2916,"[-7, 1, -9, -9, -7, 0, -9, 3]","[-1, -4, -10, 2, -4, 1, -2, -7]","[-3, 5, -5, -5, -3, 4, -5, 7]","[3, 0, -6, 6, 0, 5, 2, -3]","[-7, 1, -9, -7, 0, -9, 3]","[-1, -4, -10, -4, 1, -2, -7]","[-7, 1, -9, -9, 4, -7, 0, -9, 3]","[-1, -4, -10, 2, 4, -4, 1, -2, -7]","[-7, 1, -9, -9, -7, 0, -9, 3, -0.14285714285714285, 1.0, -0.1111111111111111, -0.1111111111111111, -0.14285714285714285, 'ZeroDivisionError', -0.1111111111111111, 0.3333333333333333]","[-1, -4, -10, 2, -4, 1, -2, -7, -1.0, -0.25, -0.1, 0.5, -0.25, 1.0, -0.5, -0.14285714285714285]","[-28, 4, -36, -36, -28, 0, -36, 12]","[-4, -16, -40, 8, -16, 4, -8, -28]","[-7, -7, 3, -9, -9, -9, 1, 0]","[-2, -1, -10, -4, 1, -4, 2, -7]",5.711722488038277,5.4081196581196584,6.202020202020202,5.711722488038277,error,5.711722488038277,4.711722488038277,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2917,"[-12, -4, -3, 6, -12, -6, 15, 1, -3, 6, 1]","[-9, 9, 4, 13, -9, -7, 13, 12, 3, 2, -2]","[-8, 0, 1, 10, -8, -2, 19, 5, 1, 10, 5]","[-5, 13, 8, 17, -5, -3, 17, 16, 7, 6, 2]","[-12, -4, 6, -12, -6, 15, 1, -3, 6, 1]","[-9, 9, 13, -9, -7, 13, 12, 3, 2, -2]","[-12, -4, -3, 6, 4, -12, -6, 15, 1, -3, 6, 1]","[-9, 9, 4, 13, 4, -9, -7, 13, 12, 3, 2, -2]","[-12, -4, -3, 6, -12, -6, 15, 1, -3, 6, 1, -0.08333333333333333, -0.25, -0.3333333333333333, 0.16666666666666666, -0.08333333333333333, -0.16666666666666666, 0.06666666666666667, 1.0, -0.3333333333333333, 0.16666666666666666, 1.0]","[-9, 9, 4, 13, -9, -7, 13, 12, 3, 2, -2, -0.1111111111111111, 0.1111111111111111, 0.25, 0.07692307692307693, -0.1111111111111111, -0.14285714285714285, 0.07692307692307693, 0.08333333333333333, 0.3333333333333333, 0.5, -0.5]","[-48, -16, -12, 24, -48, -24, 60, 4, -12, 24, 4]","[-36, 36, 16, 52, -36, -28, 52, 48, 12, 8, -8]","[-3, 6, 1, -12, -12, -3, -4, 6, 15, -6, 1]","[4, 9, -9, 2, 13, 3, -2, -9, 13, 12, -7]",6.14864083285136,8.604761904761904,4.706512006512007,6.14864083285136,12.29728166570272,6.14864083285136,5.148640832851359,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2918,"[16, 18, -4, 9, 10, -11, 17, 18, 2, 4, -4, -9, -5, 10]","[-9, 8, 0, 14, 0, -7, 10, -1, -5, 7, -3, 2, -8, -4]","[20, 22, 0, 13, 14, -7, 21, 22, 6, 8, 0, -5, -1, 14]","[-5, 12, 4, 18, 4, -3, 14, 3, -1, 11, 1, 6, -4, 0]","[16, 18, -4, 9, 10, -11, 17, 18, 2, 4, -4, -9, -5]","[-9, 8, 0, 14, 0, -7, 10, -1, -5, 7, -3, 2, -8]","[16, 18, -4, 9, 10, -11, 17, 18, 2, 4, 4, -4, -9, -5, 10]","[-9, 8, 0, 14, 0, -7, 10, -1, -5, 4, 7, -3, 2, -8, -4]","[16, 18, -4, 9, 10, -11, 17, 18, 2, 4, -4, -9, -5, 10, 0.0625, 0.05555555555555555, -0.25, 0.1111111111111111, 0.1, -0.09090909090909091, 0.058823529411764705, 0.05555555555555555, 0.5, 0.25, -0.25, -0.1111111111111111, -0.2, 0.1]","[-9, 8, 0, 14, 0, -7, 10, -1, -5, 7, -3, 2, -8, -4, -0.1111111111111111, 0.125, 'ZeroDivisionError', 0.07142857142857142, 'ZeroDivisionError', -0.14285714285714285, 0.1, -1.0, -0.2, 0.14285714285714285, -0.3333333333333333, 0.5, -0.125, -0.25]","[64, 72, -16, 36, 40, -44, 68, 72, 8, 16, -16, -36, -20, 40]","[-36, 32, 0, 56, 0, -28, 40, -4, -20, 28, -12, 8, -32, -16]","[4, 18, -5, 2, -4, -11, 17, 9, 16, -4, -9, 18, 10, 10]","[2, 0, -5, 14, -1, -7, 0, 10, -8, -4, -3, 8, 7, -9]",8.729841816798338,7.0192731073536025,9.12885826203713,8.729841816798338,error,8.729841816798338,7.729841816798339,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2919,"[-2, -15, -10, -4, -13, -10, 2]","[-4, -10, -5, -6, -8, -15, 2]","[2, -11, -6, 0, -9, -6, 6]","[0, -6, -1, -2, -4, -11, 6]","[-2, -15, -10, -4, -13, 2]","[-4, -10, -5, -6, -8, 2]","[-2, -15, -10, -4, -13, -10, 4, 2]","[-4, -10, -5, -6, -8, -15, 4, 2]","[-2, -15, -10, -4, -13, -10, 2, -0.5, -0.06666666666666667, -0.1, -0.25, -0.07692307692307693, -0.1, 0.5]","[-4, -10, -5, -6, -8, -15, 2, -0.25, -0.1, -0.2, -0.16666666666666666, -0.125, -0.06666666666666667, 0.5]","[-8, -60, -40, -16, -52, -40, 8]","[-16, -40, -20, -24, -32, -60, 8]","[-15, 2, -13, -10, -10, -4, -2]","[-6, 2, -4, -15, -8, -5, -10]",1.5047619047619047,2.0468720821661996,3.6871363930187457,1.5047619047619047,3.00952380952381,1.5047619047619047,1.3047619047619048,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2920,"[-4, 6, -12, 2]","[0, -5, 3, -10]","[0, 10, -8, 6]","[4, -1, 7, -6]","[-4, 6, -12]","[0, -5, 3]","[4, -4, 6, -12, 2]","[4, 0, -5, 3, -10]","[-4, 6, -12, 2, -0.25, 0.16666666666666666, -0.08333333333333333, 0.5]","[0, -5, 3, -10, 'ZeroDivisionError', -0.2, 0.3333333333333333, -0.1]","[-16, 24, -48, 8]","[0, -20, 12, -40]","[-4, 2, 6, -12]","[0, -5, 3, -10]",4.0,2.4242424242424243,4.0,4.0,error,4.0,3.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
2921,[5],[-2],[9],[2],[],[],"[5, 4]","[-2, 4]","[5, 0.2]","[-2, -0.5]",[20],[-8],[5],[-2],1.0,1.0,0.6363636363636364,1.0,2.0,1.0,0.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2922,"[-17, -8, -15, 1, 6, -1, 0, 5, 2, -13, 3, -6, -10, -18]","[-13, 3, -16, -10, 9, -16, -10, -5, -3, 7, -5, -6, 5, -18]","[-13, -4, -11, 5, 10, 3, 4, 9, 6, -9, 7, -2, -6, -14]","[-9, 7, -12, -6, 13, -12, -6, -1, 1, 11, -1, -2, 9, -14]","[-17, -8, -15, 1, 6, -1, 0, 5, -13, 3, -6, -10, -18]","[-13, 3, -16, -10, 9, -16, -10, -5, 7, -5, -6, 5, -18]","[-17, -8, -15, 1, 6, -1, 0, 5, 2, -13, 3, -6, -10, -18, 4]","[-13, 3, -16, -10, 9, -16, -10, -5, -3, 7, -5, -6, 5, -18, 4]","[-17, -8, -15, 1, 6, -1, 0, 5, 2, -13, 3, -6, -10, -18, -0.058823529411764705, -0.125, -0.06666666666666667, 1.0, 0.16666666666666666, -1.0, 'ZeroDivisionError', 0.2, 0.5, -0.07692307692307693, 0.3333333333333333, -0.16666666666666666, -0.1, -0.05555555555555555]","[-13, 3, -16, -10, 9, -16, -10, -5, -3, 7, -5, -6, 5, -18, -0.07692307692307693, 0.3333333333333333, -0.0625, -0.1, 0.1111111111111111, -0.0625, -0.1, -0.2, -0.3333333333333333, 0.14285714285714285, -0.2, -0.16666666666666666, 0.2, -0.05555555555555555]","[-68, -32, -60, 4, 24, -4, 0, 20, 8, -52, 12, -24, -40, -72]","[-52, 12, -64, -40, 36, -64, -40, -20, -12, 28, -20, -24, 20, -72]","[5, 3, -1, -17, -18, 2, 6, 1, -10, -13, 0, -6, -15, -8]","[9, 7, -6, 5, -10, -3, -5, 3, -18, -16, -10, -5, -16, -13]",9.247944339025933,6.936139240811099,9.070016939582157,9.247944339025933,error,9.247944339025933,8.247944339025933,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2923,[-10],[-5],[-6],[-1],[],[],"[-10, 4]","[-5, 4]","[-10, -0.1]","[-5, -0.2]",[-40],[-20],[-10],[-5],0.3333333333333333,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2924,"[-11, -7]","[-9, 3]","[-7, -3]","[-5, 7]",[-7],[3],"[4, -11, -7]","[4, -9, 3]","[-11, -7, -0.09090909090909091, -0.14285714285714285]","[-9, 3, -0.1111111111111111, 0.3333333333333333]","[-44, -28]","[-36, 12]","[-7, -11]","[-9, 3]",1.1,1.125,1.1666666666666667,1.1,2.2,1.1,1.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2925,"[-6, -5, 2]","[-2, 17, 14]","[-2, -1, 6]","[2, 21, 18]","[-6, 2]","[-2, 14]","[-6, -5, 2, 4]","[-2, 17, 14, 4]","[-6, -5, 2, -0.16666666666666666, -0.2, 0.5]","[-2, 17, 14, -0.5, 0.058823529411764705, 0.07142857142857142]","[-24, -20, 8]","[-8, 68, 56]","[2, -5, -6]","[14, -2, 17]",2.25,2.178571428571429,2.5,2.25,4.5,2.25,1.25,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2926,"[-4, 1, 4, 1, 5, 5, 7, -3, -2]","[4, 2, 7, -5, -5, 2, -2, 2, 1]","[0, 5, 8, 5, 9, 9, 11, 1, 2]","[8, 6, 11, -1, -1, 6, 2, 6, 5]","[-4, 4, 1, 5, 5, 7, -3, -2]","[4, 7, -5, -5, 2, -2, 2, 1]","[-4, 1, 4, 1, 4, 5, 5, 7, -3, -2]","[4, 2, 7, -5, 4, -5, 2, -2, 2, 1]","[-4, 1, 4, 1, 5, 5, 7, -3, -2, -0.25, 1.0, 0.25, 1.0, 0.2, 0.2, 0.14285714285714285, -0.3333333333333333, -0.5]","[4, 2, 7, -5, -5, 2, -2, 2, 1, 0.25, 0.5, 0.14285714285714285, -0.2, -0.2, 0.5, -0.5, 0.5, 1.0]","[-16, 4, 16, 4, 20, 20, 28, -12, -8]","[16, 8, 28, -20, -20, 8, -8, 8, 4]","[5, 1, 1, 7, -2, -3, 4, 5, -4]","[1, 7, 2, -5, 4, -5, 2, -2, 2]",7.034632034632034,6.333333333333333,5.283968662916031,7.034632034632034,14.069264069264069,7.034632034632034,6.701298701298701,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2927,"[2, 2, 1, 2, 5]","[4, -2, -4, -2, 5]","[6, 6, 5, 6, 9]","[8, 2, 0, 2, 9]","[2, 1, 2, 5]","[-2, -4, -2, 5]","[2, 2, 1, 2, 5, 4]","[4, -2, -4, -2, 5, 4]","[2, 2, 1, 2, 5, 0.5, 0.5, 1.0, 0.5, 0.2]","[4, -2, -4, -2, 5, 0.25, -0.5, -0.25, -0.5, 0.2]","[8, 8, 4, 8, 20]","[16, -8, -16, -8, 20]","[2, 2, 5, 1, 2]","[5, -4, -2, -2, 4]",3.333333333333333,3.7619047619047623,2.142857142857143,3.333333333333333,6.666666666666666,3.333333333333333,3.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
2928,"[-4, -2, 7, 2, -5, -9, -11, 13, 3, 8, 12, 10, -1]","[-7, 5, 6, -8, 8, -1, 5, 3, -10, 8, 12, -3, -11]","[0, 2, 11, 6, -1, -5, -7, 17, 7, 12, 16, 14, 3]","[-3, 9, 10, -4, 12, 3, 9, 7, -6, 12, 16, 1, -7]","[-4, -2, 2, -5, -9, -11, 13, 3, 8, 12, 10, -1]","[-7, 5, -8, 8, -1, 5, 3, -10, 8, 12, -3, -11]","[-4, -2, 4, 7, 2, -5, -9, -11, 13, 3, 8, 12, 10, -1]","[-7, 5, 4, 6, -8, 8, -1, 5, 3, -10, 8, 12, -3, -11]","[-4, -2, 7, 2, -5, -9, -11, 13, 3, 8, 12, 10, -1, -0.25, -0.5, 0.14285714285714285, 0.5, -0.2, -0.1111111111111111, -0.09090909090909091, 0.07692307692307693, 0.3333333333333333, 0.125, 0.08333333333333333, 0.1, -1.0]","[-7, 5, 6, -8, 8, -1, 5, 3, -10, 8, 12, -3, -11, -0.14285714285714285, 0.2, 0.16666666666666666, -0.125, 0.125, -1.0, 0.2, 0.3333333333333333, -0.1, 0.125, 0.08333333333333333, -0.3333333333333333, -0.09090909090909091]","[-16, -8, 28, 8, -20, -36, -44, 52, 12, 32, 48, 40, -4]","[-28, 20, 24, -32, 32, -4, 20, 12, -40, 32, 48, -12, -44]","[-1, 10, 8, -9, 13, -4, 3, 2, 7, -11, -2, 12, -5]","[6, 5, -11, 8, 8, -3, 5, -10, -7, -1, 12, 3, -8]",8.607983682983683,8.628388278388277,8.967316017316017,8.607983682983683,17.215967365967362,8.607983682983683,8.531060606060606,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
2929,"[12, -6, -5, 0]","[4, -2, 14, 5]","[16, -2, -1, 4]","[8, 2, 18, 9]","[12, -6, 0]","[4, -2, 5]","[12, 4, -6, -5, 0]","[4, 4, -2, 14, 5]","[12, -6, -5, 0, 0.08333333333333333, -0.16666666666666666, -0.2, 'ZeroDivisionError']","[4, -2, 14, 5, 0.25, -0.5, 0.07142857142857142, 0.2]","[48, -24, -20, 0]","[16, -8, 56, 20]","[12, -5, 0, -6]","[5, -2, 4, 14]",3.0,2.840336134453781,2.7179487179487176,3.0,error,3.0,2.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2930,"[-1, 0, -5, -9, -2, 2, -9, -3, 0, -4, -7, -8, -7]","[3, -8, -8, 0, -7, -9, -8, 2, 3, 3, 3, 2, 0]","[3, 4, -1, -5, 2, 6, -5, 1, 4, 0, -3, -4, -3]","[7, -4, -4, 4, -3, -5, -4, 6, 7, 7, 7, 6, 4]","[-1, 0, -9, -2, 2, -9, -3, 0, -4, -7, -8, -7]","[3, -8, 0, -7, -9, -8, 2, 3, 3, 3, 2, 0]","[-1, 0, -5, -9, -2, 2, -9, -3, 0, 4, -4, -7, -8, -7]","[3, -8, -8, 0, -7, -9, -8, 2, 3, 4, 3, 3, 2, 0]","[-1, 0, -5, -9, -2, 2, -9, -3, 0, -4, -7, -8, -7, -1.0, 'ZeroDivisionError', -0.2, -0.1111111111111111, -0.5, 0.5, -0.1111111111111111, -0.3333333333333333, 'ZeroDivisionError', -0.25, -0.14285714285714285, -0.125, -0.14285714285714285]","[3, -8, -8, 0, -7, -9, -8, 2, 3, 3, 3, 2, 0, 0.3333333333333333, -0.125, -0.125, 'ZeroDivisionError', -0.14285714285714285, -0.1111111111111111, -0.125, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.5, 'ZeroDivisionError']","[-4, 0, -20, -36, -8, 8, -36, -12, 0, -16, -28, -32, -28]","[12, -32, -32, 0, -28, -36, -32, 8, 12, 12, 12, 8, 0]","[-9, -1, 0, -7, -5, -9, -4, 2, -7, 0, -2, -3, -8]","[2, 2, -7, 3, 0, -8, 3, 0, -9, 3, -8, 3, -8]",10.845148315736552,9.783823529411764,10.098124098124098,10.845148315736552,error,10.845148315736552,10.61437908496732,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
2931,"[17, 1]","[10, 9]","[21, 5]","[14, 13]",[1],[9],"[17, 4, 1]","[10, 4, 9]","[17, 1, 0.058823529411764705, 1.0]","[10, 9, 0.1, 0.1111111111111111]","[68, 4]","[40, 36]","[1, 17]","[9, 10]",1.0592592592592593,1.0592592592592593,0.6444444444444444,1.0592592592592593,2.1185185185185187,1.0592592592592593,0.8,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
